0,0.49206385,0.5079361
0,0.3697319,0.63026816
0,0.6528944,0.34710565
0,0.55464566,0.44535434
0,0.4109621,0.5890379
0,0.38537994,0.61462003
0,0.40563494,0.5943651
0,0.74669063,0.2533093
0,0.52211344,0.4778865
0,0.46748236,0.5325177
0,0.56144786,0.4385522
0,0.44420883,0.55579114
0,0.48751053,0.51248956
0,0.4018714,0.5981286
0,0.3875654,0.61243457
0,0.62573355,0.37426642
0,0.8011439,0.19885604
0,0.6105304,0.38946965
0,0.40274101,0.59725904
0,0.39956874,0.60043126
0,0.39394793,0.6060521
0,0.42073944,0.5792605
0,0.44357783,0.55642223
0,0.5227458,0.4772542
0,0.39763075,0.6023693
1,0.38778102,0.612219
1,0.37973255,0.6202674
1,0.45038134,0.5496186
1,0.39190957,0.60809046
1,0.4035075,0.5964925
1,0.3951597,0.6048402
1,0.39491844,0.6050816
1,0.49385536,0.50614464
1,0.39914978,0.6008502
1,0.4125319,0.5874681
1,0.39488694,0.6051131
1,0.42209676,0.5779032
1,0.41543362,0.5845664
1,0.38223612,0.6177639
1,0.3859213,0.61407864
1,0.42304546,0.5769545
1,0.40869683,0.5913032
1,0.42594025,0.5740598
1,0.39776108,0.6022389
1,0.39185074,0.6081493
1,0.40266973,0.5973303
1,0.39833948,0.60166055
1,0.3990935,0.6009065
1,0.42546493,0.57453513
1,0.49893576,0.5010642
0,0.5113241,0.48867592
0,0.4158009,0.5841991
0,0.3881257,0.6118743
0,0.38634804,0.613652
0,0.48269725,0.51730275
0,0.64378375,0.3562162
0,0.3808213,0.61917865
0,0.84626436,0.1537357
0,0.46835297,0.531647
0,0.7843869,0.2156131
0,0.9959353,0.004064718
0,0.56345195,0.43654805
0,0.3901742,0.60982585
0,0.95314443,0.04685556
0,0.7795558,0.2204442
0,0.6236107,0.37638935
0,0.42121235,0.5787877
0,0.39393643,0.6060636
0,0.3816629,0.6183371
0,0.38690162,0.6130984
0,0.48553222,0.5144677
0,0.56102544,0.43897453
0,0.61122274,0.3887773
0,0.4188231,0.58117694
0,0.4739912,0.52600884
1,0.37879777,0.62120223
1,0.49100134,0.5089987
1,0.5635666,0.43643337
1,0.3781179,0.62188214
1,0.39295682,0.60704315
1,0.42642775,0.5735723
1,0.86732537,0.13267465
1,0.33175546,0.66824454
1,0.39728492,0.6027151
1,0.4137577,0.5862422
1,0.3856241,0.61437595
1,0.36741227,0.63258773
1,0.40211052,0.5978895
1,0.381006,0.618994
1,0.35795715,0.6420428
1,0.40401295,0.59598714
1,0.3581515,0.6418485
1,0.33648443,0.66351557
1,0.3470242,0.6529758
1,0.3871524,0.6128476
1,0.4026645,0.59733546
1,0.39487523,0.6051247
1,0.40003377,0.5999662
1,0.3741292,0.6258708
1,0.39719674,0.6028033
0,0.61399496,0.386005
0,0.41028607,0.5897139
0,0.42821255,0.5717875
0,0.514025,0.4859751
0,0.5437249,0.45627508
0,0.59593856,0.40406135
0,0.4066566,0.59334344
0,0.52683353,0.47316644
0,0.4460021,0.5539979
0,0.51484376,0.48515618
0,0.42407036,0.57592964
0,0.49102563,0.50897443
0,0.4096059,0.59039414
0,0.56362265,0.4363773
0,0.43735042,0.5626495
0,0.52138,0.47862002
0,0.5034088,0.49659115
0,0.4773015,0.5226985
0,0.308485,0.69151497
0,0.61678475,0.38321528
0,0.5062247,0.49377534
0,0.5129253,0.48707467
0,0.31787384,0.68212616
0,0.4225001,0.57749987
0,0.47200382,0.5279962
1,0.4865083,0.5134917
1,0.44298118,0.55701876
1,0.51159656,0.4884034
1,0.42096213,0.57903785
1,0.48438227,0.5156177
1,0.49626553,0.5037344
1,0.4642834,0.5357166
1,0.46687376,0.5331263
1,0.5181512,0.48184878
1,0.4793203,0.5206797
1,0.49046966,0.50953037
1,0.5010749,0.4989251
1,0.475489,0.524511
1,0.42265075,0.5773492
1,0.395586,0.60441405
1,0.5274045,0.4725955
1,0.4246219,0.5753781
1,0.4880294,0.51197064
1,0.45424715,0.5457528
1,0.52529514,0.47470486
1,0.5317196,0.4682804
1,0.48903653,0.5109635
1,0.479412,0.520588
1,0.50153565,0.4984643
1,0.5041754,0.4958246
0,0.35381135,0.6461887
0,0.513549,0.486451
0,0.5640145,0.43598545
0,0.58847636,0.4115236
0,0.4345309,0.56546915
0,0.5213241,0.47867596
0,0.48181775,0.5181823
0,0.5355071,0.46449298
0,0.47677734,0.52322274
0,0.43160427,0.56839573
0,0.57539815,0.4246018
0,0.40890136,0.5910986
0,0.4929512,0.50704885
0,0.5137695,0.4862305
0,0.7788869,0.22111309
0,0.6423256,0.3576744
0,0.3169047,0.68309534
0,0.5205239,0.4794761
0,0.4526712,0.54732877
0,0.45229495,0.54770505
0,0.5235828,0.47641715
0,0.58265674,0.41734332
0,0.50741076,0.49258927
0,0.4756297,0.5243703
0,0.45867288,0.54132706
1,0.27565145,0.72434855
1,0.42390615,0.5760939
1,0.47356865,0.5264313
1,0.37206623,0.6279338
1,0.33294532,0.66705465
1,0.465744,0.5342559
1,0.44368076,0.5563192
1,0.43034282,0.56965715
1,0.47407997,0.52592003
1,0.47539842,0.52460164
1,0.48687863,0.51312137
1,0.39102829,0.6089717
1,0.45484978,0.5451502
1,0.3886361,0.6113639
1,0.33889914,0.6611008
1,0.39435875,0.60564125
1,0.43811476,0.56188524
1,0.25415662,0.7458434
1,0.37551177,0.62448823
1,0.46950114,0.53049886
1,0.38921326,0.61078674
1,0.43024695,0.569753
1,0.51527375,0.48472628
1,0.433405,0.566595
1,0.4845211,0.5154789
0,0.98120433,0.01879564
0,0.20698383,0.79301614
0,0.7113925,0.28860754
0,0.12942888,0.8705712
0,0.8330035,0.16699648
0,0.7813373,0.21866268
0,0.9898726,0.0101274
0,0.78300774,0.21699223
0,0.9550289,0.0449711
0,0.46120515,0.53879476
0,0.37945563,0.62054443
0,0.054253608,0.9457464
0,0.51755565,0.4824444
0,0.05555806,0.944442
0,0.7800825,0.2199175
0,0.93958676,0.06041321
0,0.86716276,0.13283733
0,0.026295852,0.9737041
0,0.021326339,0.97867364
0,0.12999931,0.87000066
0,0.019256769,0.9807433
0,0.43853432,0.5614657
0,0.13110882,0.8688912
0,0.13037626,0.8696237
0,0.565252,0.43474802
1,0.17137682,0.8286232
1,0.04838084,0.9516192
1,0.35896775,0.6410322
1,0.055002365,0.94499767
1,0.041543406,0.95845664
1,0.23275015,0.7672498
1,0.009930252,0.9900698
1,0.11289284,0.8871072
1,0.057732403,0.9422676
1,0.5535273,0.4464727
1,0.031549156,0.96845084
1,0.16073719,0.8392628
1,0.03687627,0.9631237
1,0.0626609,0.9373391
1,0.16769764,0.83230233
1,0.1637123,0.83628774
1,0.05549819,0.9445018
1,0.052951206,0.94704884
1,0.007949523,0.99205047
1,0.25654373,0.74345624
1,0.03951521,0.9604848
1,0.81192285,0.18807714
1,0.05147763,0.9485224
1,0.39918676,0.60081327
1,0.37252036,0.62747973
0,0.99961865,0.00038126935
0,0.99402183,0.005978171
0,0.9999405,5.9455346e-05
0,0.9595678,0.040432226
0,0.327001,0.67299896
0,0.027706387,0.9722936
0,0.85754716,0.14245279
0,0.9777796,0.022220345
0,0.8981464,0.10185368
0,0.0815247,0.91847533
